date,SO2_OesteAvdaArgentina,SO2_EsteAvdaCastilla,NO2_OesteAvdaArgentina,NO_EsteAvdaCastilla,NO2_OesteAvdaArgentina,NO2_EsteAvdaCastilla,CO_OesteAvdaArgentina,CO_EsteAvdaCastilla,PM10_OesteAvdaArgentina,PM10_EsteAvdaCastilla,O3_OesteAvdaArgentina,O3_EsteAvdaCastilla,SO2_GijonGlobal,NO_GijonGlobal,NO2_GijonGlobal,CO_GijonGlobal,PM10_GijonGlobal,O3_GijonGlobal
2020-09-03,9.0,2.0,27.0,34.0,27.0,35.0,2.78,0.48,65.0,33.0,91.0,101.0,9.0,101.0,54.0,2.78,65.0,109.0
2020-06-03,3.0,2.0,25.0,4.0,25.0,19.0,0.37,0.67,42.0,46.0,96.0,95.0,11.0,12.0,33.0,1.8,62.0,112.0
2023-06-16,5.0,6.0,27.0,18.0,27.0,27.0,1.44,0.58,75.0,49.0,82.0,81.0,7.0,52.0,39.0,1.44,75.0,82.0
2019-10-02,8.0,8.0,45.0,12.0,45.0,46.0,0.52,0.75,32.0,31.0,69.0,63.0,11.0,22.0,55.0,1.08,36.0,69.0
2023-01-03,26.0,5.0,62.0,98.0,62.0,68.0,0.7,0.84,77.0,79.0,60.0,39.0,26.0,128.0,85.0,0.84,79.0,61.0
2019-03-10,9.0,9.0,33.0,9.0,33.0,26.0,1.14,0.69,38.0,45.0,72.0,69.0,12.0,12.0,47.0,1.14,45.0,84.0
2019-03-17,8.0,8.0,29.0,6.0,29.0,35.0,1.08,1.03,45.0,59.0,86.0,84.0,15.0,13.0,61.0,1.69,59.0,100.0
2019-11-04,68.0,14.0,32.0,11.0,32.0,38.0,2.14,0.97,45.0,29.0,67.0,67.0,68.0,15.0,38.0,2.14,45.0,92.0
2021-03-19,2.0,6.0,60.0,19.0,60.0,58.0,0.4,0.61,67.0,36.0,75.0,85.0,7.0,33.0,60.0,0.61,67.0,89.0
2021-07-18,3.0,2.0,14.0,4.0,14.0,13.0,0.11,0.67,40.0,25.0,80.0,81.0,4.0,8.0,20.0,0.67,40.0,87.0
2019-11-22,32.0,2.0,70.0,124.0,70.0,71.0,2.64,0.9,46.0,44.0,63.0,59.0,32.0,208.0,87.0,2.64,46.0,78.0
2023-01-18,7.0,3.0,43.0,17.0,43.0,44.0,0.61,0.25,32.0,41.0,81.0,79.0,13.0,73.0,46.0,1.76,41.0,88.0
2022-01-10,6.0,6.0,36.0,10.0,36.0,38.0,0.21,0.31,43.0,102.0,56.0,56.0,25.0,21.0,53.0,1.21,102.0,69.0
2020-12-10,10.0,9.0,51.0,87.0,51.0,65.0,0.95,0.85,73.0,45.0,54.0,63.0,10.0,118.0,81.0,0.95,73.0,74.0
2022-01-21,6.0,11.0,26.0,2.0,26.0,8.0,0.17,0.24,36.0,23.0,70.0,73.0,11.0,6.0,27.0,0.44,36.0,88.0
2021-05-11,19.0,3.0,41.0,19.0,41.0,46.0,1.41,0.18,55.0,61.0,68.0,86.0,19.0,19.0,46.0,1.41,61.0,86.0
2023-12-31,27.0,12.0,32.0,6.0,32.0,31.0,0.92,0.55,89.0,21.0,65.0,69.0,27.0,11.0,37.0,0.92,89.0,113.0
2022-04-01,4.0,4.0,56.0,30.0,56.0,55.0,0.16,0.42,54.0,40.0,65.0,88.0,13.0,30.0,56.0,1.22,54.0,124.0
2019-08-28,2.0,2.0,36.0,13.0,36.0,31.0,0.79,0.54,51.0,102.0,75.0,65.0,8.0,33.0,42.0,1.09,102.0,75.0
2023-02-17,14.0,15.0,56.0,68.0,56.0,49.0,1.95,0.57,106.0,99.0,101.0,81.0,15.0,85.0,78.0,1.95,106.0,101.0
2022-10-16,5.0,7.0,32.0,14.0,32.0,20.0,1.51,0.5,87.0,302.0,62.0,46.0,7.0,43.0,46.0,1.51,302.0,62.0
2023-07-12,1.0,4.0,36.0,8.0,36.0,13.0,0.34,0.32,36.0,17.0,61.0,61.0,4.0,16.0,36.0,0.5,36.0,61.0
2022-09-12,2.0,1.0,57.0,30.0,57.0,33.0,4.67,1.63,99.0,44.0,69.0,59.0,17.0,64.0,57.0,4.67,99.0,69.0
2022-07-20,5.0,2.0,29.0,14.0,29.0,26.0,0.45,1.28,60.0,35.0,57.0,73.0,10.0,24.0,31.0,1.28,60.0,80.0
2022-05-14,2.0,5.0,18.0,6.0,18.0,17.0,0.18,0.2,48.0,46.0,36.0,62.0,5.0,13.0,30.0,0.61,48.0,64.0
2022-08-28,2.0,1.0,24.0,3.0,24.0,12.0,0.19,0.35,58.0,32.0,105.0,96.0,5.0,13.0,24.0,0.55,58.0,105.0
2023-01-17,9.0,3.0,24.0,7.0,24.0,24.0,1.11,0.3,28.0,24.0,87.0,82.0,10.0,9.0,31.0,1.11,32.0,88.0
2023-08-22,2.0,3.0,10.0,4.0,10.0,9.0,0.11,0.21,23.0,22.0,74.0,68.0,4.0,5.0,10.0,0.56,31.0,74.0
2021-03-24,7.0,6.0,57.0,28.0,57.0,57.0,0.34,0.59,70.0,80.0,57.0,82.0,7.0,28.0,64.0,0.61,80.0,82.0
2020-09-23,4.0,2.0,30.0,26.0,30.0,36.0,1.13,0.5,45.0,36.0,66.0,69.0,14.0,40.0,36.0,1.13,58.0,81.0
2020-01-17,27.0,4.0,62.0,34.0,62.0,46.0,1.54,0.74,53.0,41.0,61.0,71.0,27.0,64.0,62.0,1.54,74.0,87.0
2023-10-27,32.0,5.0,29.0,8.0,29.0,36.0,1.6,0.2,67.0,24.0,72.0,81.0,32.0,13.0,56.0,1.6,67.0,92.0
2020-05-10,4.0,3.0,18.0,2.0,18.0,13.0,1.25,0.44,24.0,25.0,72.0,82.0,13.0,4.0,18.0,1.25,29.0,96.0
2019-05-23,17.0,17.0,39.0,21.0,39.0,57.0,1.67,0.75,51.0,45.0,62.0,67.0,21.0,24.0,57.0,1.67,51.0,76.0
2020-12-19,11.0,7.0,46.0,32.0,46.0,44.0,1.16,0.89,108.0,299.0,36.0,46.0,11.0,139.0,65.0,1.16,396.0,55.0
2022-06-28,13.0,4.0,25.0,12.0,25.0,21.0,0.29,0.64,50.0,44.0,41.0,82.0,13.0,25.0,31.0,0.64,50.0,82.0
2021-02-25,3.0,3.0,39.0,19.0,39.0,55.0,0.79,0.67,37.0,36.0,67.0,85.0,5.0,19.0,58.0,1.12,39.0,91.0
2021-04-30,8.0,4.0,42.0,25.0,42.0,47.0,1.02,0.39,53.0,30.0,74.0,103.0,11.0,25.0,48.0,1.02,53.0,103.0
2020-05-01,9.0,6.0,16.0,18.0,16.0,32.25,1.38,0.64,36.0,42.0,38.0,38.0,11.0,14.0,20.0,1.38,42.0,56.0
2023-02-08,20.0,3.0,41.0,69.0,41.0,44.0,4.86,0.53,76.0,39.0,78.0,76.0,20.0,69.0,47.0,4.86,76.0,78.0
2023-09-03,2.0,4.0,17.0,3.0,17.0,13.0,0.17,0.2,34.0,31.0,103.0,85.0,38.0,16.0,20.0,0.59,37.0,103.0
2019-09-26,10.0,9.0,37.0,65.0,37.0,31.0,3.25,0.8,64.0,57.0,82.0,73.0,13.0,65.0,44.0,3.25,64.0,82.0
2021-09-09,5.0,5.0,42.0,34.0,42.0,31.0,0.78,0.62,150.0,24.0,55.0,61.0,7.0,66.0,49.0,0.98,150.0,68.0
2021-01-11,18.0,19.0,71.0,90.0,71.0,52.0,6.23,0.65,65.0,32.0,68.0,76.0,19.0,90.0,71.0,6.23,129.0,77.0
2022-02-01,9.0,1.0,64.0,37.0,64.0,52.0,0.57,0.62,133.0,33.0,66.0,77.0,9.0,43.0,64.0,0.91,133.0,89.0
2023-05-23,3.0,4.0,39.0,3.0,39.0,10.0,0.7,0.3,53.0,58.0,95.0,104.0,4.0,10.0,39.0,0.7,58.0,124.0
2019-04-01,11.0,8.0,56.0,86.0,56.0,55.0,4.47,0.74,75.0,52.0,94.0,99.0,11.0,118.0,83.0,4.47,75.0,116.0
2019-01-21,9.0,7.0,73.0,35.0,73.0,56.0,1.32,0.65,58.0,33.0,62.0,61.0,10.0,120.0,84.0,1.32,58.0,73.0
2022-08-25,2.0,1.0,17.0,11.0,17.0,13.0,0.11,0.25,28.0,20.0,80.0,65.0,4.0,11.0,22.0,0.37,33.0,80.0
2019-04-26,31.0,9.0,46.0,19.0,46.0,49.0,1.66,0.99,59.0,62.0,80.0,79.0,37.0,19.0,49.0,1.66,62.0,100.0
2021-10-22,6.0,5.0,52.0,8.0,52.0,42.0,0.93,0.84,61.0,21.0,63.0,66.0,6.0,42.0,57.0,0.93,61.0,72.0
2023-01-12,20.0,3.0,48.0,73.0,48.0,47.0,3.77,0.52,95.0,155.0,26.0,24.0,20.0,97.0,58.0,3.77,155.0,45.0
2023-04-14,21.0,6.0,24.0,5.0,24.0,18.0,2.07,0.4,50.0,65.0,89.0,84.0,22.0,20.0,28.0,2.07,65.0,104.0
2019-06-25,4.0,5.0,35.0,21.0,35.0,31.0,0.73,0.6,42.0,34.0,59.0,60.0,6.0,48.0,41.0,1.01,43.0,65.0
2022-07-29,3.0,6.0,39.0,10.0,39.0,29.0,0.13,0.17,62.0,40.0,53.0,58.0,14.0,13.0,65.0,0.52,62.0,65.0
2020-01-23,16.0,13.0,54.0,115.0,54.0,35.0,3.3,0.75,67.0,64.0,35.0,43.0,16.0,125.0,66.0,3.3,83.0,48.0
2019-09-19,2.0,2.0,43.0,40.0,43.0,42.0,0.44,0.38,63.0,45.0,94.0,75.0,7.0,86.0,57.0,0.69,63.0,94.0
2020-03-29,4.0,2.0,20.0,5.0,20.0,19.0,0.3,0.37,52.0,52.0,95.0,109.0,5.0,5.0,30.0,0.65,55.0,136.0
2023-11-12,21.0,6.0,47.0,15.0,47.0,33.0,3.19,0.6,58.0,70.0,48.0,67.0,21.0,35.0,50.0,3.19,70.0,107.0
2022-03-12,18.0,5.0,52.0,22.0,52.0,45.0,2.16,0.85,112.0,247.0,57.0,80.0,18.0,26.0,52.0,2.16,247.0,100.0
2019-03-14,29.0,8.0,45.0,36.0,45.0,55.0,0.19,0.91,43.0,47.0,77.0,75.0,47.0,36.0,55.0,1.18,47.0,88.0
2023-05-25,4.0,3.0,43.0,8.0,43.0,37.0,1.09,0.34,64.0,49.0,113.0,116.0,4.0,60.0,56.0,1.09,64.0,132.0
2023-01-04,36.0,7.0,64.0,67.0,64.0,52.0,10.68,0.61,115.0,45.0,39.0,39.0,36.0,127.0,77.0,10.68,115.0,65.0
2019-01-15,24.0,13.0,76.0,103.0,76.0,54.0,5.08,1.15,89.0,40.0,69.0,68.0,24.0,153.0,81.0,5.08,89.0,77.0
2021-02-18,8.0,4.0,45.0,12.0,45.0,42.0,1.79,0.73,73.0,28.0,55.0,77.0,15.0,29.0,62.0,1.79,73.0,77.0
2022-07-31,4.0,3.0,16.0,16.0,16.0,10.0,0.12,0.08,50.0,21.0,70.0,68.0,4.0,16.0,20.0,0.32,50.0,78.0
2021-10-15,19.0,7.0,49.0,83.0,49.0,44.0,4.79,0.73,128.0,46.0,64.0,72.0,19.0,127.0,55.0,4.79,128.0,82.0
2019-11-13,21.0,3.0,65.0,29.0,65.0,65.0,0.9,0.81,33.0,137.0,74.0,72.0,21.0,60.0,75.0,0.94,137.0,89.0
2019-08-05,3.0,1.0,29.0,12.0,29.0,21.0,0.49,0.54,53.0,23.0,67.0,80.0,20.0,53.0,31.0,1.0,53.0,80.0
2020-03-06,25.0,4.0,34.0,10.0,34.0,38.0,1.57,0.66,64.0,55.0,61.0,74.0,25.0,40.0,56.0,1.57,64.0,98.0
2021-07-08,5.0,5.0,27.0,17.0,27.0,30.0,0.34,0.87,88.0,36.0,53.0,55.0,7.0,26.0,34.0,0.87,88.0,55.0
2023-03-31,11.0,14.0,15.0,5.0,15.0,27.0,0.54,0.63,93.0,111.0,92.0,84.0,25.0,14.0,49.0,1.79,111.0,95.0
2022-04-04,21.0,4.0,71.0,46.0,71.0,61.0,0.22,0.59,77.0,29.0,62.0,84.0,21.0,75.0,74.0,0.59,77.0,104.0
2023-04-06,8.0,4.0,33.0,17.0,33.0,27.0,1.47,0.43,73.0,29.0,108.0,104.0,8.0,21.0,33.0,1.47,73.0,111.0
2022-10-30,6.0,4.0,24.0,7.0,24.0,16.0,0.6,0.5,108.0,20.0,87.0,71.0,6.0,29.0,43.0,0.6,108.0,87.0
2022-01-05,8.0,6.0,57.0,25.0,57.0,57.0,0.38,0.52,59.0,22.0,47.0,52.0,8.0,52.0,62.0,1.0,60.0,62.0
2023-01-06,33.0,4.0,42.0,78.0,42.0,42.0,4.97,0.58,68.0,57.0,49.0,53.0,33.0,106.0,68.0,4.97,92.0,58.0
2022-08-27,2.0,2.0,8.0,4.0,8.0,8.0,0.1,0.2,31.0,19.0,80.0,68.0,4.0,5.0,12.0,0.28,31.0,80.0
2021-12-01,13.0,2.0,40.0,10.0,40.0,42.0,1.94,0.86,55.0,29.0,54.0,59.0,13.0,19.0,44.0,1.94,55.0,76.0
2019-02-17,23.0,20.0,71.0,101.0,71.0,66.0,6.01,1.67,81.0,69.0,90.0,79.0,23.0,104.0,91.0,6.01,81.0,98.0
2021-09-20,3.0,8.0,33.0,13.0,33.0,37.0,0.21,0.37,38.0,28.0,56.0,60.0,8.0,17.0,45.0,0.42,38.0,66.0
2019-11-14,9.0,1.0,67.0,24.0,67.0,51.0,1.67,0.57,22.0,49.0,74.0,72.0,9.0,27.0,67.0,1.67,49.0,92.0
2019-05-10,7.0,5.0,33.0,131.0,33.0,36.0,4.44,1.03,66.0,35.0,71.0,68.0,24.0,175.0,47.0,4.44,66.0,82.0
2023-04-10,10.0,6.0,46.0,23.0,46.0,47.0,1.48,0.59,86.0,40.0,89.0,90.0,10.0,32.0,49.0,1.48,86.0,95.0
2022-08-01,4.0,4.0,13.0,8.0,13.0,15.0,0.1,0.12,36.0,23.0,62.0,63.0,4.0,13.0,24.0,0.34,36.0,69.0
2021-06-14,3.0,6.0,47.0,30.0,47.0,37.0,1.02,0.86,98.0,39.0,76.0,85.0,6.0,53.0,47.0,1.02,98.0,95.0
2023-03-27,8.0,14.0,47.0,105.0,47.0,55.0,0.64,0.68,74.0,45.0,94.0,86.0,14.0,105.0,55.0,0.68,74.0,94.0
2022-10-21,19.0,3.0,76.0,102.0,76.0,48.0,1.54,1.78,239.0,90.0,48.0,57.0,23.0,116.0,76.0,1.78,239.0,70.0
2019-09-10,16.0,2.0,25.0,14.0,25.0,43.0,1.67,0.7,39.0,56.0,67.0,57.0,28.0,24.0,46.0,1.67,56.0,67.0
2021-06-01,4.0,4.0,30.0,13.0,30.0,35.0,0.91,0.85,80.0,47.0,87.0,96.0,7.0,13.0,47.0,1.35,80.0,96.0
2022-06-10,2.0,2.0,28.0,19.0,28.0,26.0,0.45,0.88,118.0,49.0,37.0,67.0,7.0,31.0,30.0,0.88,118.0,73.0
2020-09-19,2.0,6.0,32.0,6.0,32.0,41.0,0.71,0.54,46.0,37.0,57.0,55.0,8.0,15.0,41.0,0.71,46.0,69.0
2022-02-02,22.0,2.0,58.0,53.0,58.0,42.0,1.01,0.73,106.0,48.0,55.0,24.0,22.0,119.0,82.0,1.01,106.0,65.0
2023-11-29,6.0,6.0,51.0,62.0,51.0,37.0,3.43,0.83,64.0,28.0,55.0,59.0,6.0,116.0,51.0,3.43,65.0,82.0
2023-09-20,3.0,4.0,70.0,24.0,70.0,33.0,0.81,0.45,80.0,74.0,109.0,94.0,7.0,56.0,70.0,1.65,80.0,109.0
2021-05-07,4.0,2.0,26.0,11.0,26.0,22.0,0.69,0.41,65.0,51.0,56.0,74.0,4.0,46.0,39.0,0.75,65.0,78.0
2021-01-07,16.0,13.0,73.0,87.0,73.0,45.0,5.02,0.77,53.0,34.0,44.0,55.0,16.0,135.0,73.0,5.02,148.0,55.0
2021-01-27,6.0,6.0,41.0,90.0,41.0,39.0,0.37,0.79,64.0,91.0,33.0,45.0,26.0,210.0,51.0,2.76,91.0,45.0
2020-09-10,3.0,1.0,47.0,22.0,47.0,38.0,1.25,0.48,64.0,34.0,72.0,79.0,3.0,35.0,47.0,1.25,64.0,94.0
2022-11-01,28.0,7.0,44.0,13.0,44.0,24.0,1.19,0.56,97.0,37.0,75.0,66.0,28.0,27.0,53.0,1.19,97.0,75.0
2023-11-14,6.0,6.0,49.0,91.0,49.0,37.0,1.64,0.67,106.0,24.0,53.0,57.0,6.0,149.0,49.0,1.64,106.0,91.0
2022-05-21,2.0,2.0,18.0,9.0,18.0,15.0,0.25,0.56,40.0,31.0,43.0,80.0,4.0,9.0,18.0,0.56,40.0,88.0
2023-11-08,10.0,5.0,67.0,41.0,67.0,42.0,1.56,0.62,75.0,85.0,63.0,65.0,10.0,141.0,68.0,1.56,85.0,110.0
2022-12-07,14.0,4.0,47.0,89.0,47.0,35.0,0.61,0.57,79.0,36.0,29.0,53.0,14.0,89.0,47.0,0.61,79.0,56.0
2023-04-11,6.0,5.0,38.0,3.0,38.0,22.0,2.53,0.65,52.0,45.0,97.0,94.0,13.0,17.0,49.0,2.53,65.0,102.0
2021-06-06,4.0,2.0,6.0,5.0,6.0,12.0,0.13,0.23,33.0,25.0,74.0,78.0,4.0,7.0,12.0,0.38,34.0,82.0
2021-08-12,3.0,5.0,9.0,8.0,9.0,15.0,0.1,0.7,27.0,20.0,31.0,59.0,5.0,14.0,26.0,0.7,27.0,64.0
2022-09-25,6.0,3.0,20.0,5.0,20.0,16.0,0.45,0.38,37.0,25.0,83.0,75.0,12.0,10.0,42.0,0.76,37.0,83.0
2019-10-14,13.0,3.0,65.0,8.0,65.0,42.0,1.99,1.25,39.0,41.0,88.0,85.0,16.0,42.0,65.0,1.99,41.0,88.0
2021-08-30,6.0,4.0,42.0,5.0,42.0,15.0,0.23,0.51,75.0,33.0,74.0,78.0,6.0,43.0,57.0,0.51,75.0,84.0
2021-08-16,4.0,2.0,15.0,5.0,15.0,12.0,0.11,0.67,51.0,33.0,67.75,67.0,4.0,6.0,19.0,0.67,51.0,75.0
2019-08-01,4.0,2.0,16.0,12.0,16.0,16.0,0.25,0.34,35.0,27.0,66.0,65.0,4.0,24.0,26.0,0.63,35.0,69.0
2023-04-23,3.0,5.0,22.0,2.0,22.0,17.0,5.72,0.91,27.0,26.0,82.0,71.0,15.0,16.0,27.0,5.72,35.0,83.0
2019-10-07,8.0,4.0,63.0,101.0,63.0,55.0,7.42,0.49,56.0,58.0,62.0,66.0,15.0,101.0,76.0,7.42,88.0,73.0
2020-05-24,3.0,4.0,6.0,4.0,6.0,7.0,0.91,0.26,37.0,33.0,65.0,71.0,4.0,4.0,7.0,0.91,41.0,86.0
2023-06-05,4.0,6.0,48.0,8.0,48.0,37.0,0.85,0.5,87.0,64.0,101.0,112.0,6.0,22.0,48.0,0.85,87.0,125.0
2019-10-21,7.0,2.0,53.0,38.0,53.0,56.0,0.96,0.35,42.0,32.0,68.0,68.0,14.0,81.0,56.0,0.96,42.0,72.0
2020-10-31,30.0,6.0,65.0,31.0,65.0,60.0,1.32,0.56,119.0,103.0,30.0,23.0,30.0,113.0,66.0,1.32,119.0,50.0
2020-03-25,8.0,3.0,33.0,18.0,33.0,29.0,0.94,0.39,85.0,52.0,74.0,83.0,8.0,88.0,38.0,0.94,85.0,105.0
2022-11-13,26.0,4.0,56.0,30.0,56.0,41.0,10.96,0.95,75.0,66.0,75.0,60.0,26.0,32.0,57.0,10.96,77.0,75.0
2021-12-27,40.0,5.0,39.0,18.0,39.0,35.0,2.47,0.64,126.0,37.0,71.0,74.0,40.0,18.0,39.0,2.47,126.0,93.0
2022-01-27,16.0,17.0,38.0,68.0,38.0,42.0,0.56,0.59,72.0,53.0,58.0,66.0,17.0,68.0,50.0,0.59,222.0,77.0
2023-08-24,2.0,3.0,35.0,5.0,35.0,28.0,0.85,0.59,100.0,47.0,90.0,89.0,20.0,37.0,41.0,1.33,100.0,90.0
2023-09-24,2.0,3.0,72.0,6.0,72.0,37.0,1.0,0.36,91.0,41.0,101.0,80.0,10.0,40.0,78.0,1.05,91.0,101.0
2019-06-13,3.0,3.0,39.0,15.0,39.0,42.0,0.34,0.36,29.0,20.0,64.0,67.0,5.0,45.0,48.0,0.42,29.0,79.0
2020-06-24,3.0,2.0,27.0,4.0,27.0,31.0,0.91,0.63,102.0,127.0,64.0,87.0,7.0,15.0,44.0,1.33,127.0,94.0
2019-06-14,6.0,7.0,33.0,38.0,33.0,30.0,2.54,0.87,31.0,32.0,67.0,75.0,7.0,38.0,35.0,2.54,37.0,80.0
2019-07-16,3.0,5.0,34.0,15.0,34.0,30.0,1.05,0.49,117.0,39.0,72.0,74.0,17.0,89.0,52.0,1.05,117.0,86.0
2021-01-22,18.0,8.0,59.0,21.0,59.0,61.0,1.87,0.61,52.0,27.0,62.0,87.0,18.0,34.0,64.0,1.87,52.0,93.0
2023-12-28,6.0,6.0,38.0,66.0,38.0,37.0,0.48,0.76,77.0,89.0,41.0,46.0,11.0,99.0,48.0,1.2,101.0,64.0
2022-09-15,3.0,3.0,31.0,33.0,31.0,27.0,0.55,0.92,73.0,43.0,81.0,71.0,20.0,42.0,31.0,0.92,73.0,81.0
2023-04-01,7.0,8.0,21.0,5.0,21.0,23.0,2.1,1.08,94.0,50.0,93.0,88.0,22.0,17.0,47.0,2.1,94.0,96.0
2021-12-03,18.0,2.0,38.0,36.0,38.0,55.0,2.72,0.55,90.0,18.0,60.0,49.0,18.0,36.0,55.0,2.72,90.0,65.0
2021-08-08,5.0,5.0,17.0,7.0,17.0,15.0,0.83,1.04,30.0,31.0,56.0,65.0,15.0,12.0,17.0,1.04,31.0,68.0
2022-11-06,33.0,3.0,46.0,18.0,46.0,29.0,6.91,3.04,59.0,136.0,76.0,72.0,33.0,53.0,47.0,6.91,136.0,76.0
2021-05-06,13.0,4.0,46.0,25.0,46.0,37.0,1.7,0.26,73.0,51.0,42.0,62.0,13.0,34.0,46.0,1.7,73.0,62.0
2022-08-12,3.0,1.0,32.0,10.0,32.0,33.0,0.16,0.57,92.0,68.0,71.0,75.0,18.0,15.0,40.0,0.97,92.0,77.0
2022-01-15,26.0,12.0,45.0,95.0,45.0,62.0,6.58,0.89,76.0,41.0,51.0,61.0,26.0,143.0,77.0,6.58,76.0,73.0
2023-10-05,5.0,7.0,22.0,65.0,22.0,21.0,1.49,0.33,54.0,36.0,82.0,93.0,7.0,100.0,45.0,1.49,54.0,93.0
2020-10-14,9.0,8.0,34.0,24.0,34.0,52.0,1.29,0.55,40.0,42.0,49.0,56.0,9.0,33.0,52.0,1.29,42.0,61.0
2023-04-13,19.0,5.0,30.0,16.0,30.0,39.0,1.32,0.59,56.0,38.0,90.0,85.0,19.0,16.0,40.0,1.32,56.0,98.0
2021-11-08,10.0,4.0,50.0,30.0,50.0,45.0,0.81,0.67,52.0,36.0,46.0,52.0,10.0,48.0,50.0,0.81,52.0,60.0
2021-09-28,7.0,3.0,36.0,23.0,36.0,36.0,0.62,0.5,85.0,47.0,61.0,56.0,18.0,52.0,56.0,0.63,85.0,69.0
2021-01-08,15.0,13.0,71.0,86.0,71.0,51.0,4.28,0.79,73.0,40.0,52.0,64.0,15.0,123.0,80.0,4.28,88.0,64.0
2023-10-31,28.0,5.0,57.0,36.0,57.0,46.0,0.51,0.35,74.0,73.0,53.0,66.0,28.0,99.0,73.0,0.66,74.0,75.0
2023-05-10,4.0,9.0,21.0,15.0,21.0,46.0,0.34,0.35,42.0,48.0,65.0,95.0,9.0,19.0,48.0,0.72,48.0,95.0
2022-11-29,7.0,4.0,66.0,44.0,66.0,47.0,0.47,0.46,66.0,59.0,62.0,52.0,8.0,83.0,66.0,0.67,66.0,65.0
2023-07-10,19.0,7.0,27.0,22.0,27.0,23.0,3.24,0.47,83.0,29.0,86.0,84.0,19.0,33.0,27.0,3.24,83.0,86.0
2022-10-01,23.0,2.0,27.0,2.0,27.0,18.0,2.99,0.31,77.0,13.0,64.0,60.5,23.0,20.0,27.0,2.99,77.0,64.0
2019-01-09,12.0,4.0,71.0,55.0,71.0,66.0,2.33,0.67,38.0,32.0,51.0,51.0,12.0,86.0,88.0,2.33,67.0,53.0
2023-10-09,41.0,7.0,44.0,51.0,44.0,44.0,0.6566666666666667,0.78,115.0,36.0,67.0,119.0,9.0,105.0,71.0,1.79,98.0,119.0
2020-04-15,3.0,6.0,33.0,21.0,33.0,26.0,1.02,0.62,67.0,62.0,72.0,77.0,6.0,53.0,36.0,1.02,67.0,94.0
2022-04-30,4.0,2.0,19.0,3.0,19.0,13.0,0.14,0.29,49.0,25.0,71.0,104.0,4.0,5.0,19.0,0.54,52.0,127.0
2022-08-03,2.0,1.0,30.0,7.0,30.0,14.0,0.11,0.23,42.0,19.0,58.0,54.0,3.0,10.0,36.0,0.35,42.0,64.0
2022-06-13,1.0,3.0,16.0,8.0,16.0,11.0,0.13,0.48,53.0,38.0,44.0,78.0,4.0,8.0,16.0,0.48,56.0,86.0
2023-03-11,31.0,17.0,14.0,9.0,14.0,21.0,2.06,0.55,96.0,80.0,59.0,49.0,31.0,14.0,24.0,2.13,96.0,62.0
2021-05-16,7.0,3.0,27.0,4.0,27.0,22.0,1.01,0.51,73.0,49.0,64.0,76.0,32.0,13.0,44.0,1.35,73.0,77.0
2019-03-23,21.0,3.0,45.0,12.0,45.0,41.0,1.03,0.49,63.0,38.0,97.0,106.0,21.0,30.0,59.0,1.03,63.0,119.0
2021-11-11,16.0,6.0,65.0,116.0,65.0,52.0,3.82,1.69,75.0,50.0,57.0,64.0,16.0,116.0,76.0,3.82,75.0,70.0
2022-04-17,18.0,7.0,42.0,7.0,42.0,31.0,1.86,1.05,108.0,68.0,57.0,89.0,18.0,11.0,44.0,1.86,108.0,106.0
2019-11-09,31.0,2.0,32.0,11.0,32.0,34.0,1.91,0.7,50.0,40.0,65.0,58.0,31.0,12.0,36.0,1.91,50.0,74.0
2021-06-10,3.0,4.0,19.0,6.0,19.0,19.0,0.11,0.26,31.0,23.0,62.0,68.0,4.0,11.0,19.0,0.9,31.0,75.0
2020-01-30,7.0,3.0,62.0,101.0,62.0,42.0,1.02,0.96,84.0,126.0,9.0,8.0,9.0,197.0,72.0,1.91,126.0,21.0
2021-03-15,15.0,4.0,39.0,94.0,39.0,42.0,3.7,0.7,73.0,47.0,74.0,94.0,15.0,94.0,51.0,3.7,73.0,94.0
2019-08-07,4.0,3.0,31.0,43.0,31.0,25.0,2.15,0.58,44.0,23.0,57.0,71.0,5.0,78.0,44.0,2.15,47.0,71.0
2019-07-30,25.0,6.0,39.0,14.0,39.0,35.0,1.37,0.43,41.0,62.0,61.0,60.0,25.0,22.0,39.0,1.37,62.0,69.0
2023-08-07,2.0,4.0,17.0,5.0,17.0,21.0,0.22,0.24,39.0,20.0,84.0,90.0,4.0,91.0,46.0,0.53,39.0,90.0
2019-01-23,8.0,4.0,46.0,6.0,46.0,37.0,1.18,0.5,25.0,23.0,81.0,60.0,37.0,20.0,56.0,1.77,33.0,90.0
2021-09-15,2.0,9.0,40.0,9.0,40.0,37.0,0.15,0.49,45.0,84.0,63.0,54.0,9.0,45.0,52.0,0.49,84.0,70.0
2019-08-02,5.0,3.0,28.0,28.0,28.0,35.0,0.54,0.34,58.0,25.0,72.0,81.0,5.0,82.0,43.0,1.03,58.0,84.0
2021-12-11,5.0,1.0,42.0,40.0,42.0,51.0,0.56,1.19,82.0,32.0,66.0,57.0,14.0,72.0,63.0,1.26,82.0,76.0
2021-03-07,3.0,5.0,13.0,3.0,13.0,10.0,0.16,0.34,52.0,28.0,67.0,79.0,5.0,8.0,24.0,0.43,52.0,88.0
2023-01-24,4.0,2.0,48.0,11.0,48.0,39.0,0.47,0.43,56.0,24.0,55.0,53.0,8.0,57.0,56.0,0.58,56.0,55.0
